model,meeting,bucket,block_id_standard,block_id_exclusive,flagged_standard,flagged_exclusive,start,speaker_standard,speaker_exclusive,text_standard,text_exclusive
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,106,104,0,1,6217.71,SPEAKER_05,SPEAKER_05,on our on we have two items on the agenda this evening the first being the review of the historical commission recommendation for 101 south queen is there anybody from the historical,on our on we have two items on the agenda this evening the first being the review of the historical commission recommendation for 101 south queen is there anybody from the historical
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,113,111,0,1,6529.08,SPEAKER_11,SPEAKER_11,there yeah i think there's i think that they're still waiting on land development and then we'll be working towards uh permit submission yes uh building permit submission in the next month,there yeah i think there's i think that they're still waiting on land development and then we'll be working towards uh permit submission yes uh building permit submission in the next month
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,132,130,0,1,6807.45,SPEAKER_03,SPEAKER_03,whole just to put a fine point on it director delfs the demolition and construction that we have before us were both deemed appropriate and meeting all the standards for the historical commission is that right yes that's correct make sure we all have that i'll have seen that in our,whole just to put a fine point on it director delfs the demolition and construction that we have before us were both deemed appropriate and meeting all the standards for the historical commission is that right yes that's correct make sure we all have that i'll have seen that in our
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,135,133,1,0,6873.63,SPEAKER_02,SPEAKER_02,in your inbox let's see madam mayor i think we send it to two ways and paper copies okay,in your inbox let's see madam mayor i think we send it to two ways and paper copies okay
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,136,134,1,0,6881.77,SPEAKER_05,SPEAKER_05,i haven't covered it all but we have the headlock paper technical difficulties will not hold us,i haven't covered it all but we have the headlock paper technical difficulties will not hold us
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,138,136,0,1,6897.93,SPEAKER_05,SPEAKER_05,it's also going to be up on the oh yeah like did you know i can also share there's more,it's also going to be up on the oh yeah like did you know i can also share there's more
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,139,137,0,1,6911.45,SPEAKER_03,SPEAKER_03,would you like a paper copy oh they got one great great thank you,would you like a paper copy oh they got one great great thank you
deepseek-r1-7b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,152,150,1,0,8109.02,SPEAKER_03,SPEAKER_03,agenda is the clerk's report confirming that you've submitted that in writing to all members council yes okay thank you very much then having reached the end of our agenda i will hear a motion to adjourn all in favor aye we're adjourned thank you everybody,agenda is the clerk's report confirming that you've submitted that in writing to all members council yes okay thank you very much then having reached the end of our agenda i will hear a motion to adjourn all in favor aye we're adjourned thank you everybody
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,10,8,1,0,844.32,SPEAKER_10,SPEAKER_10,"of being neutral okay that was sorry that's a little more concise yeah um during my tenure at Thaddeus Stevens, I ran and orchestrated or organized a program where we had to bring a lot of folks in to check out their ability to be biased in some of the decision-making pertaining to the college itsel","of being neutral okay that was sorry that's a little more concise yeah um during my tenure at Thaddeus Stevens, I ran and orchestrated or organized a program where we had to bring a lot of folks in to check out their ability to be biased in some of the decision-making pertaining to the college itsel"
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,14,12,0,1,962.76,SPEAKER_06,SPEAKER_06,"Thank you, Mr. Colbert, for being here with us this evening. How do you believe that integrity and honesty and elected officials can build community engagement and trust?","Thank you, Mr. Colbert, for being here with us this evening. How do you believe that integrity and honesty and elected officials can build community engagement and trust?"
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,24,22,1,0,1935.68,SPEAKER_01,SPEAKER_01,"yes currently i serve on the personnel committee of the odc or occupational development center of of Lancaster. I've learned a lot from them. I've learned that running a small nonprofit is not easy, and that you really do have to work with the community and build your, your base your resources in or","yes currently i serve on the personnel committee of the odc or occupational development center of of Lancaster. I've learned a lot from them. I've learned that running a small nonprofit is not easy, and that you really do have to work with the community and build your, your base your resources in or"
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,26,24,0,1,1969.96,SPEAKER_06,SPEAKER_06,Thank you for being here. Thank you. How do you believe that integrity and honesty and elected officials can help build trust and engagement in the community,Thank you for being here. Thank you. How do you believe that integrity and honesty and elected officials can help build trust and engagement in the community
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,29,27,1,0,2041.32,SPEAKER_01,SPEAKER_01,"So we can be commission regardless of a person's political power or connections. Oh, yeah, I think it comes from listening. Ultimately, we are a bunch of people with different opinions in a room. If it ever came to the point of needing to recuse myself, I would do that, but listening to different op","So we can be commission regardless of a person's political power or connections. Oh, yeah, I think it comes from listening. Ultimately, we are a bunch of people with different opinions in a room. If it ever came to the point of needing to recuse myself, I would do that, but listening to different op"
gemma-4-4b,"City Council Committee Meeting - June 2, 2025 [gyhG_Bp4bV4]",chunk_shifted,35,33,0,1,2303.01,SPEAKER_04,SPEAKER_04,Okay. Councilor Diaz. Thank you for coming. How do you see yourself holding accountability to the checks and balance needed for the city and fairness to our residents?,Okay. Councilor Diaz. Thank you for coming. How do you see yourself holding accountability to the checks and balance needed for the city and fairness to our residents?
